Stage,Year,Player_ID,Transaction,Team,Position_Group,Money,Years/Original_Position,Original_Team/Destination_Position/Misc.
Pre-Training Camp,2017,2649,signed as a free agent,25,C,47,1,0
Pre-Training Camp,2017,1957,signed as a free agent,12,TE,47,1,0
Pre-Training Camp,2017,2266,signed as a free agent,12,ILB,47,1,0
Pre-Training Camp,2017,2071,signed as a free agent,12,T,47,1,0
Pre-Training Camp,2017,2066,signed as a free agent,12,G,47,1,0
Pre-Training Camp,2017,2386,signed as a free agent,12,QB,47,1,0
Pre-Training Camp,2017,2609,signed as a free agent,9,WR,47,1,0
Pre-Training Camp,2017,1917,signed as a free agent,9,FB,47,1,0
Pre-Training Camp,2017,1966,signed as a free agent,9,TE,47,1,0
Pre-Training Camp,2017,1856,signed as a free agent,9,QB,47,1,0
Pre-Training Camp,2017,2704,signed as a free agent,9,G,47,1,0
Pre-Training Camp,2017,1949,signed as a free agent,16,TE,47,1,0
Pre-Training Camp,2017,2621,signed as a free agent,16,C,47,1,0
Pre-Training Camp,2017,1517,released,16,G,0,0,0
Pre-Training Camp,2017,412,released,16,S,0,0,0
Pre-Training Camp,2017,542,released,16,RB,0,0,0
Pre-Training Camp,2017,2414,signed as a free agent,10,RB,47,1,0
Pre-Training Camp,2017,2060,signed as a free agent,10,G,47,1,0
Pre-Training Camp,2017,2529,signed as a free agent,10,TE,47,1,0
Pre-Training Camp,2017,2139,signed as a free agent,10,DT,47,1,0
Pre-Training Camp,2017,1715,released,10,T,0,0,0
Pre-Training Camp,2017,1601,released,2,CB,0,0,0
Pre-Training Camp,2017,386,released,2,G,0,0,0
Pre-Training Camp,2017,1963,signed as a free agent,24,TE,47,1,0
Pre-Training Camp,2017,2773,signed as a free agent,7,T,47,1,0
Pre-Training Camp,2017,1914,signed as a free agent,7,FB,47,1,0
Pre-Training Camp,2017,2703,signed as a free agent,7,G,47,1,0
Pre-Training Camp,2017,1953,signed as a free agent,31,TE,47,1,0
Pre-Training Camp,2017,1865,signed as a free agent,31,QB,47,1,0
Pre-Training Camp,2017,2561,signed as a free agent,31,WR,47,1,0
Pre-Training Camp,2017,2928,signed as a free agent,31,DT,47,1,0
Pre-Training Camp,2017,2910,signed as a free agent,31,DT,47,1,0
Pre-Training Camp,2017,2148,signed as a free agent,31,DT,47,1,0
Pre-Training Camp,2017,666,released,31,RB,0,0,0
Pre-Training Camp,2017,2263,signed as a free agent,4,ILB,47,1,0
Pre-Training Camp,2017,2595,signed as a free agent,4,WR,47,1,0
Pre-Training Camp,2017,2199,signed as a free agent,29,DT,47,1,0
Pre-Training Camp,2017,2126,signed as a free agent,29,DT,47,1,0
Pre-Training Camp,2017,2286,signed as a free agent,5,OLB,47,1,0
Pre-Training Camp,2017,2934,signed as a free agent,5,DT,47,1,0
Pre-Training Camp,2017,2912,signed as a free agent,5,DT,47,1,0
Pre-Training Camp,2017,1252,released,5,CB,0,0,0
Pre-Training Camp,2017,2481,signed as a free agent,15,FB,47,1,0
Pre-Training Camp,2017,2638,signed as a free agent,15,C,47,1,0
Pre-Training Camp,2017,1923,signed as a free agent,1,FB,47,1,0
Pre-Training Camp,2017,2277,signed as a free agent,1,ILB,47,1,0
Pre-Training Camp,2017,2502,signed as a free agent,1,TE,47,1,0
Pre-Training Camp,2017,2667,signed as a free agent,1,G,47,1,0
Pre-Training Camp,2017,2249,signed as a free agent,17,ILB,47,1,0
Pre-Training Camp,2017,1944,signed as a free agent,17,TE,47,1,0
Pre-Training Camp,2017,2711,signed as a free agent,17,G,47,1,0
Pre-Training Camp,2017,2815,signed as a free agent,17,K,47,1,0
Pre-Training Camp,2017,1992,signed as a free agent,17,WR,47,1,0
Pre-Training Camp,2017,2077,signed as a free agent,17,T,47,1,0
Pre-Training Camp,2017,2651,signed as a free agent,17,C,47,1,0
Pre-Training Camp,2017,788,released,20,G,0,0,0
Pre-Training Camp,2017,2048,signed as a free agent,20,C,47,1,0
Pre-Training Camp,2017,2676,signed as a free agent,20,G,47,1,0
Pre-Training Camp,2017,2601,signed as a free agent,20,WR,47,1,0
Pre-Training Camp,2017,1999,signed as a free agent,20,WR,47,1,0
Pre-Training Camp,2017,1921,signed as a free agent,19,FB,47,1,0
Pre-Training Camp,2017,2509,signed as a free agent,19,TE,47,1,0
Pre-Training Camp,2017,2314,signed as a free agent,10,S,47,1,99
Pre-Training Camp,2017,3087,signed as a free agent,10,CB,47,1,99
Pre-Training Camp,2017,2271,signed as a free agent,10,ILB,47,1,99
Pre-Training Camp,2017,1845,signed as a free agent,10,QB,47,1,99
Pre-Training Camp,2017,2469,signed as a free agent,10,FB,47,1,99
Pre-Training Camp,2017,2039,signed as a free agent,10,C,47,1,99
Pre-Training Camp,2017,2726,signed as a free agent,10,T,47,1,99
Pre-Training Camp,2017,2090,signed as a free agent,10,P,47,1,99
Pre-Training Camp,2017,2229,signed as a free agent,10,ILB,47,1,99
Pre-Training Camp,2017,2312,signed as a free agent,10,S,47,1,99
Pre-Training Camp,2017,159,released,10,DE,0,0,0
Pre-Training Camp,2017,1185,released,10,QB,0,0,0
Pre-Training Camp,2017,1168,released,10,S,0,0,0
Pre-Training Camp,2017,2326,signed as a free agent,10,C,47,1,99
Pre-Training Camp,2017,1718,released,10,C,0,0,0
Pre-Training Camp,2017,1320,released,10,DE,0,0,0
Pre-Training Camp,2017,1113,released,10,ILB,0,0,0
Pre-Training Camp,2017,1344,released,10,T,0,0,0
Pre-Training Camp,2017,557,released,10,DT,0,0,0
Pre-Training Camp,2017,1227,released,10,S,0,0,0
Pre-Training Camp,2017,1458,released,10,C,0,0,0
Pre-Training Camp,2017,659,released,10,T,0,0,0
Pre-Training Camp,2017,1673,released,10,RB,0,0,0
Pre-Training Camp,2017,2197,signed as a free agent,10,DT,47,1,99
Pre-Training Camp,2017,2139,changed primary position,10,DE,0,LDT,RDE
Pre-Training Camp,2017,1452,changed primary position,10,DE,0,RDE,LDE
Pre-Training Camp,2017,2197,changed primary position,10,DE,0,RDT,RDE
Pre-Training Camp,2017,2229,changed primary position,10,OLB,0,MLB,WLB
Pre-Training Camp,2017,2271,changed primary position,10,ILB,0,MLB,WILB
Pre-Training Camp,2017,1228,changed primary position,10,ILB,0,WLB,SILB
Pre-Training Camp,2017,2203,signed as a free agent,10,DT,47,1,0
Pre-Training Camp,2017,2165,signed as a free agent,10,DT,47,1,0
Pre-Training Camp,2017,1711,released,10,OLB,0,0,0
Pre-Training Camp,2017,3087,released,10,CB,0,0,0
Pre-Training Camp,2017,2982,changed primary position,6,OLB,0,WILB,SLB
Pre-Training Camp,2017,2907,changed primary position,11,DE,0,LDT,LDE
Pre-Training Camp,2017,2963,changed primary position,18,OLB,0,WILB,SLB
Pre-Training Camp,2017,2145,changed primary position,22,DT,0,LDT,NT
Pre-Training Camp,2017,2159,changed primary position,22,DT,0,LDT,NT
Pre-Training Camp,2017,2196,changed primary position,22,DT,0,RDT,NT
Pre-Training Camp,2017,2180,changed primary position,26,DT,0,RDT,NT
Pre-Training Camp,2017,2126,changed primary position,29,DT,0,LDT,NT
Pre-Training Camp,2017,1812,changed primary position,0,WR,0,SE,FL
Pre-Training Camp,2017,231,changed primary position,0,G,0,LG,RG
Pre-Training Camp,2017,448,changed primary position,0,OLB,0,SLB,WLB
Pre-Training Camp,2017,544,changed primary position,0,ILB,0,WILB,SILB
Pre-Training Camp,2017,1588,changed primary position,1,G,0,LG,RG
Pre-Training Camp,2017,1097,changed primary position,1,T,0,LT,RT
Pre-Training Camp,2017,1682,changed primary position,1,DT,0,LDE,LDT
Pre-Training Camp,2017,482,changed primary position,1,DT,0,LDT,RDT
Pre-Training Camp,2017,1011,changed primary position,2,G,0,LG,RG
Pre-Training Camp,2017,1401,changed primary position,2,T,0,LT,RT
Pre-Training Camp,2017,1529,changed primary position,3,T,0,RT,LT
Pre-Training Camp,2017,977,changed primary position,4,WR,0,FL,SE
Pre-Training Camp,2017,452,changed primary position,4,T,0,LT,RT
Pre-Training Camp,2017,208,changed primary position,4,S,0,FS,SS
Pre-Training Camp,2017,79,changed primary position,4,DE,0,LDE,RDE
Pre-Training Camp,2017,517,changed primary position,5,WR,0,SE,FL
Pre-Training Camp,2017,1233,changed primary position,5,OLB,0,WLB,SLB
Pre-Training Camp,2017,2010,changed primary position,6,T,0,LT,RT
Pre-Training Camp,2017,195,changed primary position,6,DT,0,RDT,LDT
Pre-Training Camp,2017,403,changed primary position,7,DE,0,RDE,LDE
Pre-Training Camp,2017,1020,changed primary position,7,S,0,FS,SS
Pre-Training Camp,2017,805,changed primary position,7,DT,0,LDE,LDT
Pre-Training Camp,2017,1499,changed primary position,7,DT,0,RDE,RDT
Pre-Training Camp,2017,1476,changed primary position,8,T,0,LT,RT
Pre-Training Camp,2017,3171,changed primary position,8,S,0,FS,SS
Pre-Training Camp,2017,1085,changed primary position,8,ILB,0,WLB,WILB
Pre-Training Camp,2017,1574,changed primary position,9,WR,0,SE,FL
Pre-Training Camp,2017,1210,changed primary position,9,T,0,RT,LT
Pre-Training Camp,2017,1737,changed primary position,9,OLB,0,SLB,WLB
Pre-Training Camp,2017,576,changed primary position,9,CB,0,LCB,RCB
Pre-Training Camp,2017,696,changed primary position,10,WR,0,SE,FL
Pre-Training Camp,2017,47,changed primary position,10,G,0,RG,LG
Pre-Training Camp,2017,733,changed primary position,10,S,0,FS,SS
Pre-Training Camp,2017,2165,changed primary position,10,DT,0,RDT,NT
Pre-Training Camp,2017,2847,changed primary position,11,DE,0,RDE,LDE
Pre-Training Camp,2017,148,changed primary position,11,CB,0,RCB,LCB
Pre-Training Camp,2017,2130,changed primary position,11,DT,0,LDT,NT
Pre-Training Camp,2017,582,changed primary position,11,ILB,0,LDE,WILB
Pre-Training Camp,2017,934,changed primary position,12,G,0,RG,LG
Pre-Training Camp,2017,421,changed primary position,12,S,0,FS,SS
Pre-Training Camp,2017,975,changed primary position,12,DT,0,LDE,LDT
Pre-Training Camp,2017,1463,changed primary position,14,G,0,RG,LG
Pre-Training Camp,2017,390,changed primary position,14,DE,0,RDE,LDE
Pre-Training Camp,2017,263,changed primary position,14,DT,0,LDT,RDT
Pre-Training Camp,2017,525,changed primary position,14,OLB,0,WLB,SLB
Pre-Training Camp,2017,241,changed primary position,16,S,0,FS,SS
Pre-Training Camp,2017,816,changed primary position,16,DT,0,RDE,LDT
Pre-Training Camp,2017,972,changed primary position,16,DT,0,RDE,RDT
Pre-Training Camp,2017,928,changed primary position,16,DE,0,RDT,RDE
Pre-Training Camp,2017,1653,changed primary position,17,CB,0,LCB,RCB
Pre-Training Camp,2017,1156,changed primary position,17,S,0,FS,SS
Pre-Training Camp,2017,954,changed primary position,17,DT,0,RDT,LDT
Pre-Training Camp,2017,1596,changed primary position,17,DE,0,LDE,RDE
Pre-Training Camp,2017,1461,changed primary position,17,OLB,0,WLB,SLB
Pre-Training Camp,2017,1789,changed primary position,18,DT,0,RDT,LDT
Pre-Training Camp,2017,430,changed primary position,18,DT,0,LDT,RDT
Pre-Training Camp,2017,487,changed primary position,18,OLB,0,WLB,SLB
Pre-Training Camp,2017,399,changed primary position,19,CB,0,RCB,LCB
Pre-Training Camp,2017,721,changed primary position,19,S,0,SS,FS
Pre-Training Camp,2017,1284,changed primary position,19,OLB,0,WLB,SLB
Pre-Training Camp,2017,2676,changed primary position,20,G,0,LG,RG
Pre-Training Camp,2017,493,changed primary position,20,OLB,0,SLB,WLB
Pre-Training Camp,2017,1697,changed primary position,20,S,0,SS,FS
Pre-Training Camp,2017,965,changed primary position,20,DT,0,RDE,LDT
Pre-Training Camp,2017,1429,changed primary position,20,DE,0,LDE,RDE
Pre-Training Camp,2017,1337,changed primary position,21,CB,0,LCB,RCB
Pre-Training Camp,2017,401,changed primary position,21,DT,0,RDT,LDT
Pre-Training Camp,2017,793,changed primary position,21,DT,0,LDT,RDT
Pre-Training Camp,2017,784,changed primary position,22,T,0,RT,LT
Pre-Training Camp,2017,226,changed primary position,22,CB,0,LCB,RCB
Pre-Training Camp,2017,1806,changed primary position,22,OLB,0,WLB,SLB
Pre-Training Camp,2017,688,changed primary position,22,ILB,0,WILB,SILB
Pre-Training Camp,2017,193,changed primary position,22,ILB,0,RDE,WILB
Pre-Training Camp,2017,884,changed primary position,23,CB,0,LCB,RCB
Pre-Training Camp,2017,1172,changed primary position,23,ILB,0,WILB,SILB
Pre-Training Camp,2017,665,changed primary position,24,T,0,LT,RT
Pre-Training Camp,2017,637,changed primary position,24,DT,0,RDT,LDT
Pre-Training Camp,2017,1382,changed primary position,25,CB,0,LCB,RCB
Pre-Training Camp,2017,1112,changed primary position,25,S,0,SS,FS
Pre-Training Camp,2017,382,changed primary position,26,S,0,SS,FS
Pre-Training Camp,2017,270,changed primary position,27,S,0,FS,SS
Pre-Training Camp,2017,647,changed primary position,27,DT,0,RDT,LDT
Pre-Training Camp,2017,1399,changed primary position,27,DE,0,LDE,RDE
Pre-Training Camp,2017,1523,changed primary position,28,WR,0,FL,SE
Pre-Training Camp,2017,1215,changed primary position,28,OLB,0,SLB,WLB
Pre-Training Camp,2017,554,changed primary position,28,S,0,SS,FS
Pre-Training Camp,2017,898,changed primary position,28,ILB,0,WILB,SILB
Pre-Training Camp,2017,1214,changed primary position,29,WR,0,SE,FL
Pre-Training Camp,2017,1193,changed primary position,30,WR,0,FL,SE
Pre-Training Camp,2017,376,changed primary position,30,G,0,RG,LG
Pre-Training Camp,2017,1467,changed primary position,30,T,0,LT,RT
Pre-Training Camp,2017,1565,changed primary position,30,DE,0,RDE,LDE
Pre-Training Camp,2017,658,changed primary position,30,CB,0,RCB,LCB
Pre-Training Camp,2017,933,changed primary position,30,S,0,SS,FS
Pre-Training Camp,2017,802,changed primary position,30,OLB,0,WLB,SLB
Pre-Training Camp,2017,1522,changed primary position,31,T,0,RT,LT
Pre-Training Camp,2017,233,changed primary position,31,CB,0,RCB,LCB
Pre-Training Camp,2017,1803,changed primary position,31,DE,0,LDE,RDE
Pre-Training Camp,2017,1047,changed primary position,31,ILB,0,WILB,SILB
Ex. Season Week 1,2017,47,signed a renegotiated contract,10,G,1672,2,0
Ex. Season Week 1,2017,733,signed a renegotiated contract,10,S,2666,3,0
Ex. Season Week 1,2017,696,signed a renegotiated contract,10,WR,5448,5,0
Ex. Season Week 1,2017,315,signed a renegotiated contract,10,CB,946,4,0
Ex. Season Week 1,2017,2469,released,10,FB,0,0,0
Ex. Season Week 1,2017,2469,signed as a free agent,10,FB,47,1,99
Ex. Season Week 1,2017,2203,changed primary position,10,DT,0,RDT,NT
Ex. Season Week 2,2017,1732,released,9,P,0,0,0
Ex. Season Week 2,2017,2953,signed as a free agent,9,ILB,47,1,0
Ex. Season Week 2,2017,1322,released,17,P,0,0,0
Ex. Season Week 2,2017,2267,signed as a free agent,17,ILB,47,1,0
Ex. Season Week 2,2017,1796,released,10,P,0,0,0
Ex. Season Week 2,2017,2429,signed as a free agent,10,RB,47,1,0
Ex. Season Week 2,2017,656,released,21,K,0,0,0
Ex. Season Week 2,2017,2272,signed as a free agent,21,ILB,47,1,0
Ex. Season Week 3,2017,2784,signed as a free agent,10,P,47,1,99
Ex. Season Week 3,2017,2090,released,10,P,0,0,0
Ex. Season Week 3,2017,207,released,10,S,0,0,0
Ex. Season Week 3,2017,2316,signed as a free agent,10,S,47,1,99
Ex. Season Week 3,2017,2229,released,10,OLB,0,0,0
Ex. Season Week 3,2017,3079,signed as a free agent,10,CB,47,1,99
Ex. Season Week 3,2017,2629,signed as a free agent,19,C,47,1,0
Ex. Season Week 3,2017,867,released,19,ILB,0,0,0
Ex. Season Week 4,2017,2312,released,10,S,0,0,0
Ex. Season Week 4,2017,3161,signed as a free agent,10,S,47,1,99
Ex. Season Week 4,2017,2314,released,10,S,0,0,0
Ex. Season Week 4,2017,3113,signed as a free agent,10,S,47,1,99
Ex. Season Week 4,2017,2271,released,10,ILB,0,0,0
Ex. Season Week 4,2017,2281,signed as a free agent,10,OLB,47,1,99
Ex. Season Week 4,2017,481,released,10,OLB,0,0,0
Ex. Season Week 4,2017,3038,signed as a free agent,10,OLB,47,1,99
Ex. Season Week 4,2017,2892,signed as a free agent,23,DT,47,1,0
Ex. Season Week 4,2017,1081,released,23,ILB,0,0,0
Ex. Season Week 4,2017,2030,signed as a free agent,4,C,47,1,0
Ex. Season Week 4,2017,1516,released,4,DE,0,0,0
Ex. Season Week 5,2017,1208,released,10,WR,0,0,0
Ex. Season Week 5,2017,1008,released,10,QB,0,0,0
Ex. Season Week 5,2017,2469,released,10,FB,0,0,0
Ex. Season Week 5,2017,1258,released,10,CB,0,0,0
Ex. Season Week 5,2017,531,released,10,T,0,0,0
Ex. Season Week 5,2017,791,released,10,WR,0,0,0
Ex. Season Week 5,2017,1723,released,10,CB,0,0,0
Ex. Season Week 5,2017,2414,released,10,RB,0,0,0
Ex. Season Week 5,2017,1986,signed as a free agent,10,WR,47,1,99
Ex. Season Week 5,2017,2269,signed as a free agent,6,ILB,47,1,0
Ex. Season Week 5,2017,1158,released,6,DT,0,0,0
Ex. Season Week 5,2017,2873,signed as a free agent,1,DE,47,1,0
Ex. Season Week 5,2017,736,released,1,RB,0,0,0
Ex. Season Week 5,2017,2689,signed as a free agent,16,G,47,1,0
Ex. Season Week 5,2017,313,released,16,DE,0,0,0
Ex. Season Week 5,2017,2987,signed as a free agent,18,ILB,47,1,0
Ex. Season Week 5,2017,567,released,18,G,0,0,0
Ex. Season Week 5,2017,2755,signed as a free agent,24,T,47,1,0
Ex. Season Week 5,2017,1283,released,24,DT,0,0,0
Reg. Season Week 1,2017,444,released,9,DE,0,0,0
Reg. Season Week 1,2017,141,released,9,S,0,0,0
Reg. Season Week 1,2017,287,released,9,ILB,0,0,0
Reg. Season Week 1,2017,1432,released,9,RB,0,0,0
Reg. Season Week 1,2017,1578,released,9,RB,0,0,0
Reg. Season Week 1,2017,55,released,9,DT,0,0,0
Reg. Season Week 1,2017,692,released,9,OLB,0,0,0
Reg. Season Week 1,2017,2590,signed as a free agent,0,WR,47,1,0
Reg. Season Week 1,2017,1717,released,0,RB,0,0,0
Reg. Season Week 1,2017,1557,released,0,S,0,0,0
Reg. Season Week 1,2017,1663,released,0,RB,0,0,0
Reg. Season Week 1,2017,1007,released,0,T,0,0,0
Reg. Season Week 1,2017,1690,released,0,CB,0,0,0
Reg. Season Week 1,2017,895,released,0,RB,0,0,0
Reg. Season Week 1,2017,1623,released,0,G,0,0,0
Reg. Season Week 1,2017,1757,released,0,TE,0,0,0
Reg. Season Week 1,2017,1313,released,5,CB,0,0,0
Reg. Season Week 1,2017,1744,released,5,DE,0,0,0
Reg. Season Week 1,2017,912,released,5,ILB,0,0,0
Reg. Season Week 1,2017,334,released,5,OLB,0,0,0
Reg. Season Week 1,2017,1692,released,5,RB,0,0,0
Reg. Season Week 1,2017,926,released,5,TE,0,0,0
Reg. Season Week 1,2017,1180,released,5,S,0,0,0
Reg. Season Week 1,2017,642,released,1,T,0,0,0
Reg. Season Week 1,2017,585,released,1,S,0,0,0
Reg. Season Week 1,2017,1599,released,1,RB,0,0,0
Reg. Season Week 1,2017,349,released,1,DE,0,0,0
Reg. Season Week 1,2017,1014,released,1,DT,0,0,0
Reg. Season Week 1,2017,1755,released,1,TE,0,0,0
Reg. Season Week 1,2017,693,released,1,CB,0,0,0
Reg. Season Week 1,2017,1014,signed as a free agent,6,DT,62,1,0
Reg. Season Week 1,2017,1820,released,6,CB,0,0,0
Reg. Season Week 1,2017,180,released,6,T,0,0,0
Reg. Season Week 1,2017,125,released,6,DT,0,0,0
Reg. Season Week 1,2017,1756,released,6,TE,0,0,0
Reg. Season Week 1,2017,1100,released,6,CB,0,0,0
Reg. Season Week 1,2017,1200,released,6,WR,0,0,0
Reg. Season Week 1,2017,712,released,6,C,0,0,0
Reg. Season Week 1,2017,1496,released,6,TE,0,0,0
Reg. Season Week 1,2017,229,released,2,T,0,0,0
Reg. Season Week 1,2017,1108,released,2,OLB,0,0,0
Reg. Season Week 1,2017,1297,released,2,DE,0,0,0
Reg. Season Week 1,2017,1195,released,2,RB,0,0,0
Reg. Season Week 1,2017,461,released,2,S,0,0,0
Reg. Season Week 1,2017,1762,released,2,G,0,0,0
Reg. Season Week 1,2017,1187,released,2,CB,0,0,0
Reg. Season Week 1,2017,1595,released,8,RB,0,0,0
Reg. Season Week 1,2017,1443,released,8,RB,0,0,0
Reg. Season Week 1,2017,1153,released,8,ILB,0,0,0
Reg. Season Week 1,2017,1497,released,8,S,0,0,0
Reg. Season Week 1,2017,804,released,8,WR,0,0,0
Reg. Season Week 1,2017,1102,released,8,QB,0,0,0
Reg. Season Week 1,2017,678,released,8,T,0,0,0
Reg. Season Week 1,2017,963,released,23,ILB,0,0,0
Reg. Season Week 1,2017,1190,released,23,G,0,0,0
Reg. Season Week 1,2017,1042,released,23,OLB,0,0,0
Reg. Season Week 1,2017,1331,released,23,S,0,0,0
Reg. Season Week 1,2017,285,released,23,T,0,0,0
Reg. Season Week 1,2017,179,released,23,G,0,0,0
Reg. Season Week 1,2017,1714,released,23,OLB,0,0,0
Reg. Season Week 1,2017,306,released,25,G,0,0,0
Reg. Season Week 1,2017,586,released,25,CB,0,0,0
Reg. Season Week 1,2017,1159,released,25,DE,0,0,0
Reg. Season Week 1,2017,813,released,25,DE,0,0,0
Reg. Season Week 1,2017,1684,released,25,RB,0,0,0
Reg. Season Week 1,2017,1055,released,25,RB,0,0,0
Reg. Season Week 1,2017,1782,released,25,WR,0,0,0
Reg. Season Week 1,2017,990,released,4,CB,0,0,0
Reg. Season Week 1,2017,681,released,4,RB,0,0,0
Reg. Season Week 1,2017,1309,released,4,C,0,0,0
Reg. Season Week 1,2017,1583,released,4,DE,0,0,0
Reg. Season Week 1,2017,1128,released,4,T,0,0,0
Reg. Season Week 1,2017,1570,released,4,QB,0,0,0
Reg. Season Week 1,2017,916,released,4,RB,0,0,0
Reg. Season Week 1,2017,891,released,26,DE,0,0,0
Reg. Season Week 1,2017,1593,released,26,CB,0,0,0
Reg. Season Week 1,2017,1526,released,26,RB,0,0,0
Reg. Season Week 1,2017,1189,released,26,S,0,0,0
Reg. Season Week 1,2017,1202,released,26,S,0,0,0
Reg. Season Week 1,2017,1442,released,26,T,0,0,0
Reg. Season Week 1,2017,994,released,26,ILB,0,0,0
Reg. Season Week 1,2017,35,released,11,RB,0,0,0
Reg. Season Week 1,2017,1638,released,11,G,0,0,0
Reg. Season Week 1,2017,1363,released,11,OLB,0,0,0
Reg. Season Week 1,2017,979,released,11,ILB,0,0,0
Reg. Season Week 1,2017,911,released,11,DE,0,0,0
Reg. Season Week 1,2017,1694,released,11,CB,0,0,0
Reg. Season Week 1,2017,1800,released,11,QB,0,0,0
Reg. Season Week 1,2017,1220,released,31,DT,0,0,0
Reg. Season Week 1,2017,1385,released,31,OLB,0,0,0
Reg. Season Week 1,2017,2910,released,31,DT,0,0,0
Reg. Season Week 1,2017,1226,released,31,RB,0,0,0
Reg. Season Week 1,2017,1028,released,31,T,0,0,0
Reg. Season Week 1,2017,1152,released,31,TE,0,0,0
Reg. Season Week 1,2017,552,released,31,S,0,0,0
Reg. Season Week 1,2017,1365,released,12,CB,0,0,0
Reg. Season Week 1,2017,920,released,12,DT,0,0,0
Reg. Season Week 1,2017,1816,released,12,FB,0,0,0
Reg. Season Week 1,2017,987,released,12,RB,0,0,0
Reg. Season Week 1,2017,822,released,12,OLB,0,0,0
Reg. Season Week 1,2017,1064,released,12,TE,0,0,0
Reg. Season Week 1,2017,888,released,12,T,0,0,0
Reg. Season Week 1,2017,1423,released,16,DT,0,0,0
Reg. Season Week 1,2017,1609,released,16,FB,0,0,0
Reg. Season Week 1,2017,388,released,16,RB,0,0,0
Reg. Season Week 1,2017,292,released,16,T,0,0,0
Reg. Season Week 1,2017,380,released,16,CB,0,0,0
Reg. Season Week 1,2017,135,released,16,WR,0,0,0
Reg. Season Week 1,2017,1742,released,16,OLB,0,0,0
Reg. Season Week 1,2017,845,released,13,ILB,0,0,0
Reg. Season Week 1,2017,766,released,13,G,0,0,0
