Player_ID,Last_Name,First_Name,Junior_Flag,Nickname,Position,Player_of_Game_Count,Championship_Rings,Player_of_the_Week_Count,Player_of_the_Week_Win,Height,Weight,Hall_of_Fame_Flag,Year_Inducted,Percentage_of_Vote,Chosen_Team,Year_Born,Month_Born,Day_Born,College,Draft_Round,Drafted_Position,Drafted_By,Draft_Year,4th_Quarter_Comebacks,Quarterback_Wins,Quarterback_Losses,Quarterback_Ties,Home_Town,Home_State,Career_Games_Played,Number_of_Seasons,Season_1_Pointer_to_Player_Year_Data,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_17,SP_18,SP_19,SP_20,Season_1_Year,SY_2,SY_3,SY_4,SY_5,SY_6,SY_7,SY_8,SY_9,SY_10,SY_11,SY_12,SY_13,SY_14,SY_15,SY_16,SY_17,SY_18,SY_19,SY_20
11,Newman,Terence,0,,LCB,0,0,0,0,70,191,0,0,0,0,1978,9,4,24,1,5,7,2003,0,0,0,0,4172,16,11,2,230,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Palmer,Carson,0,,QB,0,0,0,0,77,235,0,0,0,0,1979,12,27,73,1,1,6,2003,0,0,0,0,1499,5,3,2,253,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Suggs,Terrell,0,,WLB,0,0,2,0,75,260,0,0,0,0,1982,10,11,67,1,10,2,2003,0,0,0,0,6095,23,17,1,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Witten,Jason,0,,TE,0,0,4,0,78,261,0,0,0,0,1982,5,6,80,3,5,7,2003,0,0,0,0,11354,42,30,2,299,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Adams,Mike,0,,SS,0,0,0,0,71,200,0,0,0,0,1981,3,24,137,0,0,-1,0,0,0,0,0,7499,30,18,1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Dansby,Karlos,0,,WILB,0,0,0,0,75,250,0,0,0,0,1981,11,3,84,2,1,0,2004,0,0,0,0,7,1,16,1,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Fitzgerald,Larry,0,,SE,0,0,1,0,75,207,0,0,0,0,1983,8,31,35,1,3,0,2004,0,0,0,0,6095,23,16,1,368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Hall,DeAngelo,0,,LCB,0,0,1,0,70,195,0,0,0,0,1983,11,19,39,1,8,1,2004,0,0,0,0,12728,46,16,1,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Jones,Donnie,0,,P,0,0,0,0,75,225,0,0,0,0,1980,7,5,85,7,23,24,2004,0,0,0,0,4671,18,0,2,414,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Lee,Andy,0,,P,0,0,0,0,73,180,0,0,0,0,1982,8,11,35,6,23,25,2004,0,0,0,0,8798,33,0,2,437,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Manning,Eli,0,,QB,15,0,19,2,77,218,0,0,0,0,1981,1,3,86,1,1,23,2004,3,19,13,0,4653,18,0,2,460,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Muhlbach,Don,0,,LS,0,0,0,0,76,265,0,0,0,0,1981,8,17,31,0,0,-1,0,0,0,0,0,9075,35,16,1,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Peters,Jason,0,,LT,1,0,5,0,76,340,0,0,0,0,1982,1,22,83,0,0,-1,0,0,0,0,0,12087,43,16,1,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Rivers,Philip,0,,QB,3,0,6,1,77,228,0,0,0,0,1981,12,8,7,1,4,18,2004,2,5,15,0,21,1,0,2,529,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Roethlisberger,Ben,0,,QB,1,0,2,0,77,241,0,0,0,0,1982,3,2,61,1,11,22,2004,0,3,10,0,9086,35,14,2,552,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Schaub,Matt,0,,QB,0,0,0,0,78,240,0,0,0,0,1981,6,25,8,3,27,1,2004,0,0,0,0,10332,38,3,2,575,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Watson,Benjamin,0,,TE,0,0,0,0,75,255,0,0,0,0,1980,12,18,77,1,32,16,2004,0,0,0,0,10914,40,17,1,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Anderson,Derek,0,,QB,0,0,0,0,78,235,0,0,0,0,1983,6,15,70,6,39,2,2005,0,0,0,0,10107,37,2,2,621,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Berger,Joe,0,,RG,0,0,0,0,77,317,0,0,0,0,1982,5,25,316,6,33,4,2005,0,0,0,0,5853,22,4,1,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Cassel,Matt,0,,QB,2,0,1,0,76,230,0,0,0,0,1982,5,17,73,7,16,16,2005,0,2,0,0,891,5,0,2,667,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Colquitt,Dustin,0,,P,0,0,0,0,74,210,0,0,0,0,1982,5,6,80,3,35,13,2005,0,0,0,0,11215,42,0,2,690,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Davis,Thomas,0,,WLB,1,0,3,0,73,240,0,0,0,0,1983,3,22,77,1,14,4,2005,0,0,0,0,2576,10,18,1,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Denney,John,0,,LS,0,0,0,0,77,255,0,0,0,0,1978,12,13,88,0,0,-1,0,0,0,0,0,1794,6,32,2,736,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Fitzpatrick,Ryan,0,,QB,0,0,0,0,74,225,0,0,0,0,1982,11,24,155,7,36,26,2005,0,0,0,0,424,3,0,1,759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Gore,Frank,0,,RB,0,0,0,0,69,217,0,0,0,0,1983,5,14,34,3,1,25,2005,0,0,0,0,2083,9,0,1,782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Gould,Robbie,0,,K,0,0,0,0,72,185,0,0,0,0,1981,12,6,18,0,0,-1,0,0,0,0,0,10610,38,16,1,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Johnson,Derrick,0,,SILB,0,0,3,0,75,242,0,0,0,0,1982,11,22,30,1,15,13,2005,0,0,0,0,11678,43,19,1,828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Ladouceur,L.P.,0,,LS,0,0,0,0,77,255,0,0,0,0,1981,3,13,68,0,0,-1,0,0,0,0,0,0,0,16,1,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Rodgers,Aaron,0,,QB,16,1,21,1,74,225,0,0,0,0,1983,12,2,68,1,24,10,2005,3,26,9,0,1140,5,0,2,874,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Smith,Alex,0,,QB,18,1,24,4,76,217,0,0,0,0,1984,5,7,94,1,1,25,2005,5,26,8,0,13005,47,34,2,897,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Sproles,Darren,0,,RB,0,0,0,0,66,194,0,0,0,0,1983,6,20,24,4,29,23,2005,0,0,0,0,3793,15,15,1,920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Brooks,Ahmad,0,,WLB,0,1,3,0,75,259,0,0,0,0,1984,3,14,8,3,22,6,2006,0,0,0,0,12693,46,19,1,943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Clemens,Kellen,0,,QB,0,0,0,0,74,220,0,0,0,0,1983,6,6,69,2,17,19,2006,0,0,0,0,10228,37,0,2,966,368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Cutler,Jay,0,,QB,3,0,6,1,75,220,0,0,0,0,1983,4,29,81,1,11,8,2006,0,3,10,0,3549,14,0,2,989,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Davis,Vernon,0,,TE,0,0,2,0,75,250,0,0,0,0,1984,1,31,5,1,6,25,2006,0,0,0,0,13862,51,16,1,1012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Dumervil,Elvis,0,,LDE,1,0,2,0,71,248,0,0,0,0,1984,1,19,50,4,29,8,2006,0,0,0,0,2082,9,16,1,1035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Evans,Jahri,0,,LG,0,1,5,0,76,318,0,0,0,0,1983,8,22,340,4,11,17,2006,0,0,0,0,10300,38,30,2,1058,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Fasano,Anthony,0,,TE,0,0,0,0,76,255,0,0,0,0,1984,4,20,110,2,21,7,2006,0,0,0,0,7771,30,16,1,1081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Gostkowski,Stephen,0,,K,0,0,6,0,73,206,0,0,0,0,1984,1,28,51,4,21,16,2006,0,0,0,0,6430,24,0,2,1104,437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Hali,Tamba,0,,WLB,0,0,0,0,75,275,0,0,0,0,1983,11,3,18,1,20,13,2006,0,0,0,0,0,0,19,1,1127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Joseph,Johnathan,0,,LCB,0,0,0,0,71,190,0,0,0,0,1984,4,16,79,1,24,6,2006,0,0,0,0,10914,40,35,2,1150,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Koch,Sam,0,,P,0,0,0,0,73,218,0,0,0,0,1982,8,13,26,6,34,2,2006,0,0,0,0,7213,27,0,2,1173,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Lewis,Marcedes,0,,TE,0,0,0,0,78,275,0,0,0,0,1984,5,19,72,1,28,12,2006,0,0,0,0,957,5,16,1,1196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Marshall,Brandon,0,,SE,0,0,0,0,76,218,0,0,0,0,1984,3,23,106,4,22,8,2006,0,0,0,0,10332,38,17,1,1219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Ngata,Haloti,0,,RDT,0,0,0,0,76,323,0,0,0,0,1984,1,21,69,1,12,2,2006,0,0,0,0,1110,5,0,2,1242,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Peko,Domata,0,,NT,0,0,4,0,75,318,0,0,0,0,1984,11,27,14,4,26,6,2006,0,0,0,0,862,5,33,2,1265,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Penn,Donald,0,,LT,0,0,3,0,76,305,0,0,0,0,1983,4,27,46,0,0,-1,0,0,0,0,0,862,5,0,2,1288,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Rucker,Frostee,0,,RDE,0,0,0,0,75,280,0,0,0,0,1983,9,14,73,3,27,6,2006,0,0,0,0,1225,5,16,1,1311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Ryan,Jon,0,,P,0,0,0,0,72,208,0,0,0,0,1981,11,26,731,0,0,-1,0,0,0,0,0,0,0,0,2,1334,575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Strief,Zach,0,,RT,0,0,0,0,80,320,0,0,0,0,1983,9,22,16,7,2,17,2006,0,0,0,0,9112,35,17,2,1357,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Walker,Delanie,0,,TE,0,0,2,0,73,242,0,0,0,0,1984,8,12,299,6,6,25,2006,0,0,0,0,1046,5,0,2,1380,621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Whitworth,Andrew,0,,LT,0,0,0,0,79,335,0,0,0,0,1981,12,12,85,2,23,6,2006,0,0,0,0,4666,18,17,1,1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Williams,Kyle,0,,NT,0,0,1,0,73,306,0,0,0,0,1983,6,10,85,5,1,3,2006,0,0,0,0,4682,18,35,2,1426,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Alexander,Lorenzo,0,,SLB,0,0,5,0,74,275,0,0,0,0,1983,5,31,68,0,0,-1,0,0,0,0,0,920,5,0,2,1449,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Bethea,Antoine,0,,SS,0,0,0,0,71,203,0,0,0,0,1984,7,27,158,6,38,11,2006,0,0,0,0,12716,46,32,2,1472,690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Branch,Alan,0,,LDT,0,0,0,0,78,325,0,0,0,0,1984,12,29,13,2,1,0,2007,0,0,0,0,7797,31,0,2,1495,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Bushrod,Jermon,0,,RG,0,0,1,0,77,315,0,0,0,0,1984,8,19,220,4,26,17,2007,0,0,0,0,12847,46,0,2,1518,736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Celek,Brent,0,,TE,0,0,0,0,76,255,0,0,0,0,1985,1,25,47,5,25,21,2007,0,0,0,0,9080,35,0,2,1541,759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Condo,Jon,0,,LS,0,0,0,0,75,250,0,0,0,0,1981,8,26,5,0,0,-1,0,0,0,0,0,10599,38,0,2,1564,782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Crosby,Mason,0,,K,1,0,2,0,73,200,0,0,0,0,1984,9,3,21,6,19,10,2007,0,0,0,0,11669,43,0,2,1587,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,DeOssie,Zak,0,,LS,0,0,0,0,77,249,0,0,0,0,1984,5,24,121,4,17,18,2007,0,0,0,0,5337,21,17,1,1610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Durant,Justin,0,,SILB,0,0,1,0,73,240,0,0,0,0,1985,9,21,154,2,16,12,2007,0,0,0,0,10928,40,0,2,1633,828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Folk,Nick,0,,K,0,0,0,0,73,210,0,0,0,0,1984,11,5,66,6,4,7,2007,0,0,0,0,1137,5,16,2,1656,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Gay,William,0,,RCB,0,0,0,0,70,190,0,0,0,0,1985,1,1,50,5,33,22,2007,0,0,0,0,2040,9,0,1,1679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Ginn,Ted,0,,FL,0,0,0,0,71,180,0,0,0,0,1985,4,12,17,1,9,14,2007,0,0,0,0,9074,35,17,1,1702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
