Stage,Year,Player_ID,Transaction,Team,Position_Group,Money,Years/Original_Position,Original_Team/Destination_Position/Misc.
FA Stage 1,2018,943,signed a renegotiated contract,1,RB,364,2,0
FA Stage 1,2018,1366,signed a renegotiated contract,1,CB,160,2,0
FA Stage 1,2018,429,signed a renegotiated contract,1,TE,187,2,0
FA Stage 1,2018,188,signed a renegotiated contract,2,WR,2611,3,0
FA Stage 1,2018,1071,signed a renegotiated contract,2,WR,1403,4,0
FA Stage 1,2018,1763,signed a renegotiated contract,2,G,129,2,0
FA Stage 1,2018,165,signed a renegotiated contract,2,WR,1285,3,0
FA Stage 1,2018,953,signed a renegotiated contract,2,DE,589,4,0
FA Stage 1,2018,908,signed a renegotiated contract,2,RB,168,2,0
FA Stage 1,2018,64,signed a renegotiated contract,3,OLB,1631,2,0
FA Stage 1,2018,78,signed a renegotiated contract,3,G,1365,2,0
FA Stage 1,2018,298,signed a renegotiated contract,3,TE,704,3,0
FA Stage 1,2018,1553,signed a renegotiated contract,3,C,129,2,0
FA Stage 1,2018,977,signed a renegotiated contract,4,WR,1213,5,0
FA Stage 1,2018,79,signed a renegotiated contract,4,DE,1257,2,0
FA Stage 1,2018,463,signed a renegotiated contract,4,DT,888,3,0
FA Stage 1,2018,581,signed a renegotiated contract,4,DE,1021,3,0
FA Stage 1,2018,321,signed a renegotiated contract,4,S,224,2,0
FA Stage 1,2018,789,signed a renegotiated contract,4,OLB,187,2,0
FA Stage 1,2018,126,signed a renegotiated contract,5,G,1702,2,0
FA Stage 1,2018,1101,signed a renegotiated contract,5,DT,1216,5,0
FA Stage 1,2018,1439,signed a renegotiated contract,5,WR,839,4,0
FA Stage 1,2018,418,signed a renegotiated contract,5,ILB,536,2,0
FA Stage 1,2018,910,signed a renegotiated contract,5,S,1073,5,0
FA Stage 1,2018,277,signed a renegotiated contract,5,DE,601,2,0
FA Stage 1,2018,931,signed a renegotiated contract,5,FB,184,2,0
FA Stage 1,2018,988,signed a renegotiated contract,5,C,171,2,0
FA Stage 1,2018,195,signed a renegotiated contract,6,DT,1668,3,0
FA Stage 1,2018,219,signed a renegotiated contract,6,DE,1293,3,0
FA Stage 1,2018,1062,signed a renegotiated contract,6,T,1775,4,0
FA Stage 1,2018,80,signed a renegotiated contract,6,CB,923,2,0
FA Stage 1,2018,1120,signed a renegotiated contract,6,TE,1305,3,0
FA Stage 1,2018,396,signed a renegotiated contract,6,K,555,3,0
FA Stage 1,2018,237,signed a renegotiated contract,6,WR,729,2,0
FA Stage 1,2018,1027,signed a renegotiated contract,6,TE,168,2,0
FA Stage 1,2018,1225,signed a renegotiated contract,6,WR,146,2,0
FA Stage 1,2018,384,signed a renegotiated contract,7,WR,1155,3,0
FA Stage 1,2018,1020,signed a renegotiated contract,7,S,1175,3,0
FA Stage 1,2018,1136,signed a renegotiated contract,7,OLB,304,2,0
FA Stage 1,2018,1404,signed a renegotiated contract,7,TE,258,2,0
FA Stage 1,2018,989,signed a renegotiated contract,7,G,164,2,0
FA Stage 1,2018,56,signed a renegotiated contract,8,DT,1402,2,0
FA Stage 1,2018,978,signed a renegotiated contract,8,G,1183,4,0
FA Stage 1,2018,515,signed a renegotiated contract,8,DE,1359,4,0
FA Stage 1,2018,903,signed a renegotiated contract,9,RB,426,3,0
FA Stage 1,2018,265,signed a renegotiated contract,9,WR,2323,4,0
FA Stage 1,2018,676,signed a renegotiated contract,9,DE,1148,3,0
FA Stage 1,2018,1501,signed a renegotiated contract,9,ILB,231,2,0
FA Stage 1,2018,1335,signed a renegotiated contract,9,T,146,2,0
FA Stage 1,2018,1802,signed a renegotiated contract,9,S,129,2,0
FA Stage 1,2018,613,signed a renegotiated contract,11,CB,1769,4,0
FA Stage 1,2018,503,signed a renegotiated contract,11,RB,412,3,0
FA Stage 1,2018,1230,signed a renegotiated contract,11,S,146,2,0
FA Stage 1,2018,975,signed a renegotiated contract,12,DT,3847,5,0
FA Stage 1,2018,934,signed a renegotiated contract,12,G,1270,4,0
FA Stage 1,2018,1445,signed a renegotiated contract,12,S,146,2,0
FA Stage 1,2018,1111,signed a renegotiated contract,12,WR,187,2,0
FA Stage 1,2018,1141,signed a renegotiated contract,12,RB,215,2,0
FA Stage 1,2018,288,signed a renegotiated contract,12,WR,196,2,0
FA Stage 1,2018,1075,signed a renegotiated contract,13,CB,3374,5,0
FA Stage 1,2018,40,signed a renegotiated contract,13,QB,3548,2,0
FA Stage 1,2018,282,signed a renegotiated contract,13,DE,1679,4,0
FA Stage 1,2018,830,signed a renegotiated contract,13,CB,1569,3,0
FA Stage 1,2018,1137,signed a renegotiated contract,13,ILB,178,2,0
FA Stage 1,2018,1343,signed a renegotiated contract,13,C,268,2,0
FA Stage 1,2018,967,signed a renegotiated contract,13,T,444,3,0
FA Stage 1,2018,278,signed a renegotiated contract,13,OLB,370,3,0
FA Stage 1,2018,889,signed a renegotiated contract,13,RB,417,3,0
FA Stage 1,2018,947,signed a renegotiated contract,13,WR,573,3,0
FA Stage 1,2018,1058,signed a renegotiated contract,13,CB,409,3,0
FA Stage 1,2018,1417,signed a renegotiated contract,13,TE,146,2,0
FA Stage 1,2018,1061,signed a renegotiated contract,13,DE,164,2,0
FA Stage 1,2018,905,signed a renegotiated contract,14,RB,1577,4,0
FA Stage 1,2018,1067,signed a renegotiated contract,14,WR,1311,5,0
FA Stage 1,2018,803,signed a renegotiated contract,14,WR,2061,4,0
FA Stage 1,2018,187,signed a renegotiated contract,14,DE,994,2,0
FA Stage 1,2018,914,signed a renegotiated contract,14,OLB,322,3,0
FA Stage 1,2018,572,signed a renegotiated contract,14,TE,327,2,0
FA Stage 1,2018,1072,signed a renegotiated contract,14,RB,353,3,0
FA Stage 1,2018,1010,signed a renegotiated contract,15,DE,1924,5,0
FA Stage 1,2018,1127,signed a renegotiated contract,15,CB,1588,3,0
FA Stage 1,2018,1023,signed a renegotiated contract,15,ILB,2341,4,0
FA Stage 1,2018,957,signed a renegotiated contract,15,WR,813,3,0
FA Stage 1,2018,89,signed a renegotiated contract,15,DE,601,2,0
FA Stage 1,2018,632,signed a renegotiated contract,15,P,449,4,0
FA Stage 1,2018,918,signed a renegotiated contract,15,TE,282,3,0
FA Stage 1,2018,49,signed a renegotiated contract,16,K,834,2,0
FA Stage 1,2018,739,signed a renegotiated contract,16,WR,2061,5,0
FA Stage 1,2018,556,signed a renegotiated contract,16,FB,237,3,0
FA Stage 1,2018,928,signed a renegotiated contract,16,DE,798,3,0
FA Stage 1,2018,579,signed a renegotiated contract,16,WR,1141,3,0
FA Stage 1,2018,470,signed a renegotiated contract,16,DE,1503,4,0
FA Stage 1,2018,66,signed a renegotiated contract,16,DT,1036,2,0
FA Stage 1,2018,1094,signed a renegotiated contract,16,CB,751,5,0
FA Stage 1,2018,1248,signed a renegotiated contract,16,DE,347,2,0
FA Stage 1,2018,1290,signed a renegotiated contract,16,CB,160,2,0
FA Stage 1,2018,935,signed a renegotiated contract,16,TE,164,2,0
FA Stage 1,2018,173,signed a renegotiated contract,17,P,798,3,0
FA Stage 1,2018,1133,signed a renegotiated contract,17,CB,1706,4,0
FA Stage 1,2018,660,signed a renegotiated contract,17,ILB,1393,3,0
FA Stage 1,2018,1025,signed a renegotiated contract,17,OLB,454,2,0
FA Stage 1,2018,1070,signed a renegotiated contract,17,G,916,4,0
FA Stage 1,2018,1317,signed a renegotiated contract,17,WR,536,3,0
FA Stage 1,2018,485,signed a renegotiated contract,17,ILB,348,2,0
FA Stage 1,2018,1256,signed a renegotiated contract,17,CB,160,2,0
FA Stage 1,2018,1662,signed a renegotiated contract,17,DE,129,2,0
FA Stage 1,2018,1205,signed a renegotiated contract,17,CB,160,2,0
FA Stage 1,2018,1826,signed a renegotiated contract,17,TE,129,2,0
FA Stage 1,2018,971,signed a renegotiated contract,18,T,2240,5,0
FA Stage 1,2018,946,signed a renegotiated contract,18,S,2368,4,0
FA Stage 1,2018,706,signed a renegotiated contract,18,WR,2339,5,0
FA Stage 1,2018,999,signed a renegotiated contract,18,T,443,4,0
FA Stage 1,2018,1582,signed a renegotiated contract,18,C,450,2,0
FA Stage 1,2018,1143,signed a renegotiated contract,18,S,228,2,0
FA Stage 1,2018,1749,signed a renegotiated contract,18,K,131,3,0
FA Stage 1,2018,1131,signed a renegotiated contract,19,DE,1772,4,0
FA Stage 1,2018,399,signed a renegotiated contract,19,CB,2104,4,0
FA Stage 1,2018,453,signed a renegotiated contract,19,WR,969,4,0
FA Stage 1,2018,293,signed a renegotiated contract,19,G,911,4,0
FA Stage 1,2018,245,signed a renegotiated contract,19,DT,494,3,0
FA Stage 1,2018,1151,signed a renegotiated contract,19,WR,534,3,0
FA Stage 1,2018,347,signed a renegotiated contract,19,RB,615,3,0
FA Stage 1,2018,1038,signed a renegotiated contract,19,OLB,178,2,0
FA Stage 1,2018,1076,signed a renegotiated contract,19,QB,447,3,0
FA Stage 1,2018,814,signed a renegotiated contract,20,DE,2669,5,0
FA Stage 1,2018,948,signed a renegotiated contract,20,WR,2840,4,0
FA Stage 1,2018,965,signed a renegotiated contract,20,DT,2079,4,0
FA Stage 1,2018,1377,signed a renegotiated contract,20,RB,326,3,0
FA Stage 1,2018,1123,signed a renegotiated contract,20,TE,173,2,0
FA Stage 1,2018,969,signed a renegotiated contract,20,G,164,2,0
FA Stage 1,2018,221,signed a renegotiated contract,21,DE,1552,3,0
FA Stage 1,2018,904,signed a renegotiated contract,21,WR,1754,5,0
FA Stage 1,2018,1003,signed a renegotiated contract,21,ILB,1007,5,0
FA Stage 1,2018,1627,signed a renegotiated contract,21,WR,129,2,0
FA Stage 1,2018,152,signed a renegotiated contract,22,G,1290,3,0
FA Stage 1,2018,1013,signed a renegotiated contract,22,TE,1890,4,0
FA Stage 1,2018,172,signed a renegotiated contract,22,S,641,2,0
FA Stage 1,2018,936,signed a renegotiated contract,22,OLB,164,2,0
FA Stage 1,2018,1124,signed a renegotiated contract,22,DE,284,2,0
FA Stage 1,2018,431,signed a renegotiated contract,23,CB,1260,4,0
FA Stage 1,2018,986,signed a renegotiated contract,23,RB,2503,5,0
FA Stage 1,2018,83,signed a renegotiated contract,23,DT,635,2,0
FA Stage 1,2018,1369,signed a renegotiated contract,23,C,146,2,0
FA Stage 1,2018,513,signed a renegotiated contract,24,QB,5060,5,0
FA Stage 1,2018,267,signed a renegotiated contract,24,S,1891,4,0
FA Stage 1,2018,358,signed a renegotiated contract,24,CB,1784,4,0
FA Stage 1,2018,637,signed a renegotiated contract,24,DT,3357,4,0
FA Stage 1,2018,96,signed a renegotiated contract,24,DE,1173,2,0
FA Stage 1,2018,1029,signed a renegotiated contract,24,WR,1955,4,0
FA Stage 1,2018,1332,signed a renegotiated contract,24,WR,536,3,0
FA Stage 1,2018,1080,signed a renegotiated contract,25,P,812,5,0
FA Stage 1,2018,786,signed a renegotiated contract,25,RB,1678,4,0
FA Stage 1,2018,1112,signed a renegotiated contract,25,S,784,3,0
FA Stage 1,2018,949,signed a renegotiated contract,25,DT,1266,4,0
FA Stage 1,2018,571,signed a renegotiated contract,25,WR,1228,3,0
FA Stage 1,2018,1118,signed a renegotiated contract,25,G,872,3,0
FA Stage 1,2018,996,signed a renegotiated contract,25,OLB,943,5,0
FA Stage 1,2018,915,signed a renegotiated contract,25,DE,347,3,0
FA Stage 1,2018,477,signed a renegotiated contract,25,TE,205,2,0
FA Stage 1,2018,992,signed a renegotiated contract,26,RB,2518,5,0
FA Stage 1,2018,927,signed a renegotiated contract,26,G,913,3,0
FA Stage 1,2018,679,signed a renegotiated contract,26,CB,684,4,0
FA Stage 1,2018,1234,signed a renegotiated contract,26,DE,384,3,0
FA Stage 1,2018,1000,signed a renegotiated contract,26,T,941,5,0
FA Stage 1,2018,958,signed a renegotiated contract,26,G,168,2,0
FA Stage 1,2018,1326,signed a renegotiated contract,26,QB,159,2,0
FA Stage 1,2018,1139,signed a renegotiated contract,27,QB,2669,5,0
FA Stage 1,2018,136,signed a renegotiated contract,27,DE,1576,2,0
FA Stage 1,2018,227,signed a renegotiated contract,27,C,1676,4,0
FA Stage 1,2018,1105,signed a renegotiated contract,27,T,1609,3,0
FA Stage 1,2018,907,signed a renegotiated contract,27,ILB,1151,5,0
FA Stage 1,2018,775,signed a renegotiated contract,27,QB,206,2,0
FA Stage 1,2018,809,signed a renegotiated contract,28,T,2647,5,0
FA Stage 1,2018,1034,signed a renegotiated contract,28,QB,3408,4,0
FA Stage 1,2018,251,signed a renegotiated contract,28,OLB,2189,3,0
FA Stage 1,2018,353,signed a renegotiated contract,28,S,1310,4,0
FA Stage 1,2018,175,signed a renegotiated contract,28,OLB,1021,3,0
FA Stage 1,2018,976,signed a renegotiated contract,28,FB,202,3,0
FA Stage 1,2018,400,signed a renegotiated contract,29,QB,4555,4,0
FA Stage 1,2018,1106,signed a renegotiated contract,29,OLB,1849,3,0
FA Stage 1,2018,1098,signed a renegotiated contract,29,G,851,5,0
FA Stage 1,2018,1109,signed a renegotiated contract,29,ILB,168,2,0
FA Stage 1,2018,1299,signed a renegotiated contract,29,RB,307,2,0
FA Stage 1,2018,939,signed a renegotiated contract,29,T,187,2,0
FA Stage 1,2018,951,signed a renegotiated contract,29,WR,425,2,0
FA Stage 1,2018,91,signed a renegotiated contract,30,T,1752,2,0
FA Stage 1,2018,1161,signed a renegotiated contract,30,CB,853,4,0
FA Stage 1,2018,169,signed a renegotiated contract,30,CB,777,3,0
FA Stage 1,2018,1063,signed a renegotiated contract,30,DE,347,3,0
FA Stage 1,2018,1408,signed a renegotiated contract,30,TE,287,2,0
FA Stage 1,2018,933,signed a renegotiated contract,30,S,168,2,0
FA Stage 1,2018,1017,signed a renegotiated contract,30,RB,324,2,0
FA Stage 1,2018,1510,signed a renegotiated contract,30,DT,262,2,0
FA Stage 1,2018,940,signed a renegotiated contract,30,WR,187,2,0
FA Stage 1,2018,1018,signed a renegotiated contract,31,CB,784,3,0
FA Stage 1,2018,1047,signed a renegotiated contract,31,ILB,1467,4,0
FA Stage 1,2018,950,signed a renegotiated contract,31,DE,374,2,0
FA Stage 1,2018,1259,signed a renegotiated contract,31,DE,146,2,0
FA Stage 3,2018,1437,signed to a new contract,0,T,466,3,0
FA Stage 3,2018,724,re-signed as an unrestricted free agent,0,S,1660,4,0
FA Stage 3,2018,817,re-signed as an unrestricted free agent,0,OLB,644,3,0
FA Stage 3,2018,767,re-signed as an unrestricted free agent,1,WR,3940,4,0
FA Stage 3,2018,909,signed to a new contract,1,S,2962,5,0
FA Stage 3,2018,1646,signed to a new contract,1,QB,124,2,0
FA Stage 3,2018,890,re-signed as an unrestricted free agent,2,RB,3119,4,0
FA Stage 3,2018,1011,signed to a new contract,2,G,1029,3,0
FA Stage 3,2018,1330,signed to a new contract,2,WR,65,1,0
FA Stage 3,2018,2304,signed to a new contract,3,CB,839,4,0
FA Stage 3,2018,2771,signed to a new contract,3,T,64,1,0
FA Stage 3,2018,3083,signed to a new contract,3,CB,446,3,0
FA Stage 3,2018,707,re-signed as an unrestricted free agent,4,WR,795,3,0
FA Stage 3,2018,2206,signed to a new contract,4,DE,55,1,0
FA Stage 3,2018,2263,signed to a new contract,4,ILB,128,2,0
