Record_Number,Year,Player_ID,Scouting,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down,Run_Frequency,Future_1,Accuracy,Timing,Sense_Rush,Read_Defense,Two-Minute_Offense,Future_2,Future_3,Future_4,Future_5,Future_6,Speed,Power_Inside,Third-Down_Runs,Hole_Recognition,Elusiveness,Speed_Outside,Blitz_Pickup,Avoid_Drops,Get_Downfield,Route_Running,Third-Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Punt_Returns,Kick_Returns,Future_7,Run_Blocking,Pass_Blocking,Blocking_Strength,Punting_Power,Hang_Time,Directional_Punting,Kickoff_Distance,Kickoff_Hang_Time,Kicking_Accuracy,Kicking_Power,Run_Defense,Pass_Rush_Technique,Man-to-Man_Defense,Zone_Defense,Bump-and-Run_Defense,Pass_Rush_Strength,Play_Diagnosis,Punishing_Hitter,Intercepting,Endurance,Special_Teams,Long_Snapping,Kick_Holding,Current_Overall,Future_Overall
274,2017,12,Pre-Camp,18,2,25,46,8,21,11,0,36,77,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21
275,2017,12,Exhibition,15,0,16,44,6,21,6,0,28,96,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,19
297,2017,13,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,79,22,51,42,54,90,40,0,100,100,0,0,53,53
298,2017,13,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,17,57,45,51,75,26,0,75,90,0,0,48,48
320,2017,14,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57,94,88,71,73,58,0,0,0,99,69,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,0,0,78,78
321,2017,14,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,92,89,64,65,58,0,0,0,95,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,83,0,0,75,75
343,2017,15,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,65,32,68,0,37,76,3,66,29,0,0,45,45
344,2017,15,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,56,22,60,0,36,66,4,37,32,0,0,42,42
366,2017,16,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,38,74,14,29,38,16,0,38,77,0,0,33,33
367,2017,16,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,26,74,11,15,35,4,0,41,81,0,0,30,30
389,2017,17,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,74,54,74,61,80,67,61,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,54,0,0,62,62
390,2017,17,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,66,54,65,61,78,62,58,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,0,0,59,59
412,2017,18,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,86,0,56,62,82,0,78,33,57,2,0,0,0,64,64
413,2017,18,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,100,0,58,56,97,0,75,23,52,2,0,0,0,67,67
435,2017,19,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,59
436,2017,19,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,55
458,2017,20,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,71,71
459,2017,20,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,68,68
481,2017,21,Pre-Camp,20,0,54,36,64,27,8,0,67,2,22,78,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,34,34
482,2017,21,Exhibition,22,0,71,42,86,30,5,0,83,3,19,86,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,39,39
504,2017,22,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,3
505,2017,22,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,3
527,2017,23,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,46,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,68,68
528,2017,23,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,62,62
550,2017,24,Pre-Camp,74,98,43,1,88,21,12,0,27,56,58,62,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,50
551,2017,24,Exhibition,58,77,49,1,72,25,8,0,23,48,56,48,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,48
573,2017,25,Pre-Camp,26,60,0,40,50,21,6,0,0,68,0,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,32,32
574,2017,25,Exhibition,16,46,0,39,39,19,0,0,0,64,0,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,25,25
596,2017,26,Pre-Camp,24,24,48,0,34,42,8,0,28,43,20,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,28,28
597,2017,26,Exhibition,24,17,44,0,15,37,0,0,13,47,11,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,20,20
619,2017,27,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,74,40,20,7,60,0,0,0,51,84,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,0,0,46,46
620,2017,27,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,68,25,18,0,42,0,0,0,50,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0,0,40,40
642,2017,28,Pre-Camp,32,3,13,62,32,56,26,0,42,86,34,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,34
643,2017,28,Exhibition,30,0,8,65,38,43,20,0,45,97,30,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,30
665,2017,29,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,30,30
666,2017,29,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,31,31
688,2017,30,Pre-Camp,28,28,39,42,40,50,40,0,14,90,0,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,37,37
689,2017,30,Exhibition,29,32,44,47,51,40,35,0,12,99,0,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36,36
711,2017,31,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,59,59
712,2017,31,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,42,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,53,53
734,2017,32,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,36,9,51,20,58,65,89,0,71,72,0,0,58,58
735,2017,32,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,20,2,32,12,50,52,82,0,49,80,0,0,49,49
757,2017,33,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,14
758,2017,33,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,14
780,2017,34,Pre-Camp,9,21,33,3,45,27,45,0,40,35,40,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,24,24
781,2017,34,Exhibition,1,24,38,0,36,25,38,0,37,24,40,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,20,20
803,2017,35,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,58,9,50,12,15,3,40,44,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,0,0,28,28
804,2017,35,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,35,8,57,8,2,3,34,38,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,0,0,21,21
826,2017,36,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,52,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60
827,2017,36,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,61,99,52,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81
849,2017,37,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,55,69,43,79,52,42,31,0,41,65,0,0,69,69
850,2017,37,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,51,44,58,48,26,28,0,44,47,0,0,59,59
872,2017,38,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,16,16
873,2017,38,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,16,16
895,2017,39,Pre-Camp,92,78,59,74,41,96,54,0,86,65,43,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,74,74
896,2017,39,Exhibition,73,78,46,61,45,76,49,0,71,42,42,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,65
918,2017,40,Pre-Camp,95,76,82,28,98,83,53,0,88,92,100,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,69,69
919,2017,40,Exhibition,98,71,73,24,92,90,50,0,78,86,98,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,65,65
941,2017,41,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,0,40,43,10,60,100,13,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,42,42
942,2017,41,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,42,0,29,32,7,58,84,1,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,53,0,0,33,33
964,2017,42,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,70,26,54,17,81,17,98,0,55,54,0,0,46,46
965,2017,42,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,20,50,16,76,16,94,0,53,57,0,0,44,44
987,2017,43,Pre-Camp,6,11,25,12,54,0,42,0,3,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,14
988,2017,43,Exhibition,1,7,29,5,56,0,40,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,12,12
1010,2017,44,Pre-Camp,6,47,3,40,66,14,28,0,15,1,26,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,34
1011,2017,44,Exhibition,6,42,5,36,62,11,25,0,14,0,23,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,32
1033,2017,45,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,86,76,74,47,66,89,0,0,0,67,72,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,72,0,0,72,72
1034,2017,45,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,92,80,76,37,42,100,0,0,0,48,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,78,0,0,66,66
1056,2017,46,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,69,7,26,64,29,98,60,0,37,50,0,0,56,56
1057,2017,46,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,2,28,55,28,87,58,0,36,47,0,0,51,51
1079,2017,47,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,97,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,85,85
1080,2017,47,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,82,82
1102,2017,48,Pre-Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,31,66,59,66,100,0,0,0,83,65,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67,0,0,55,55
1103,2017,48,Exhibition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100,24,58,46,52,90,0,0,0,100,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54,0,0,53,53
