Player_ID,Last_Name,First_Name,Position_Group,College,Height,Weight,Dash,Solecismic,Strength,Agility,Jump,Position_Specific,Developed,Grade
4041,Landon,Rex,RB,Duke,69,199,451,21,17,726,122,20,39,47
4042,Mathews,Lionel,RB,La Salle,69,207,453,24,20,727,125,29,26,51
4043,Gramble,Alexis,RB,Arkansas Tech,72,236,454,24,15,723,123,25,33,53
4044,Keister,Tanner,RB,Oklahoma,70,206,453,16,14,745,109,11,46,38
4045,Harper,Jim,RB,Temple,70,203,455,32,17,718,122,31,21,55
4046,Pagan,Daniel,RB,Oregon,71,217,479,21,18,714,120,20,30,44
4047,Voorhees,Antoine,RB,Texas - El Paso,71,211,479,18,15,763,109,9,45,35
4048,Derhammer,Percy,RB,Arizona State,73,234,465,11,15,753,111,6,30,26
4049,Brookins,Asher,RB,Kentucky,69,204,484,12,13,735,115,20,64,39
4050,Smith,Karl,RB,Wagner,71,218,465,27,13,742,118,21,52,52
4051,Hamilton,Christian,RB,Northwestern,71,224,449,24,19,712,113,32,32,38
4052,Tirtha,Bradley,RB,Virginia,67,216,465,28,15,714,114,32,50,48
4053,Terry,Bucky,RB,Morehead State,73,221,456,29,26,713,127,26,30,58
4054,Winters,Shaun,RB,Towson,71,217,465,19,15,750,119,16,35,34
4055,Graham,Larry,RB,Virginia,70,213,458,22,15,728,118,15,53,48
4056,Hammond,Wade,RB,Washington State,70,207,448,35,21,699,123,25,63,75
4057,Matesky,Noah,RB,Nebraska,68,200,459,26,16,735,116,24,32,49
4058,Eddins,Damien,RB,Alabama,68,213,460,19,15,728,113,32,64,55
4059,Aponte,Conner,RB,South Carolina,71,217,453,23,15,722,116,12,24,39
4060,Tuttle,Caden,RB,Texas Christian,70,212,469,17,15,735,113,12,25,36
4061,Carrington,Morris,RB,Kansas State,72,225,460,12,18,723,121,24,46,46
4062,Eide,Tanner,RB,Kansas State,73,225,467,32,21,724,119,28,33,56
4063,Porter,Devin,RB,Air Force,71,217,467,18,15,735,120,20,30,44
4064,Forbes,Derrick,RB,Akron,68,214,460,23,14,743,117,33,36,42
4065,Russell,Roman,RB,Cornell,71,216,471,17,15,743,110,19,52,43
4066,Gomez,Duane,RB,Tennessee,71,217,470,27,14,713,118,25,30,53
4067,Sprincz,Brady,RB,Howard,70,210,473,8,9,779,113,11,36,18
4068,Rubin,Jorge,RB,Miami  Florida,70,202,482,33,15,719,118,34,43,42
4069,Hickman,Xavier,RB,North Carolina,70,205,464,12,13,752,114,18,23,29
4070,George,D.J.,RB,Purdue,71,219,477,24,12,752,109,18,73,49
4071,Sierra,Heath,RB,Rutgers,70,205,476,30,11,751,115,14,23,40
4072,Huffman,Adrian,RB,Indiana,68,208,460,16,12,721,114,22,51,47
4073,Linquist,Derek,RB,SE Oklahoma St.,68,206,482,25,18,727,114,13,56,51
4074,Drake,Edgar,RB,Georgia Tech,71,218,456,21,15,704,121,7,47,44
4075,Mansker,Lester,RB,Marist,70,207,476,16,15,735,119,26,63,46
4076,Middleton,Mercury,RB,Rhode Island,70,207,454,19,15,735,120,24,63,59
4077,Biru,Devon,RB,Colorado,73,233,459,13,15,729,122,8,52,38
4078,Washecheck,Devonte,RB,Southern California,67,202,455,9,13,735,116,9,41,32
4079,Bennett,Burt,RB,Michigan,71,219,469,28,15,735,122,14,58,44
4080,Quinn,Wyatt,RB,Oklahoma,72,219,462,19,16,726,115,17,61,47
4081,Yepremian,Caiden,RB,Houston,72,227,473,23,16,713,119,18,41,53
4082,Abbott,Joshua,RB,Iowa,74,216,454,18,20,708,130,23,61,53
4083,Morrison,Dean,RB,New Mexico,70,208,454,31,22,714,125,33,41,67
4084,Burks,Cesar,RB,Oregon State,74,229,465,24,20,735,125,13,63,59
4085,Whalen,Darrin,RB,Virginia,72,228,0,18,0,0,0,30,47,40
4086,West,Van,RB,Georgia Tech,69,215,478,18,11,733,119,7,56,42
4087,Hawkins,David,RB,Auburn,67,211,472,21,15,728,122,18,43,44
4088,Meraz,Amari,RB,Ohio State,71,215,475,26,15,749,111,21,35,41
4089,Ringo,Joey,RB,Bethune Cookman,71,216,456,19,12,725,114,20,52,49
4090,Jones,Patrick,RB,Auburn,67,213,465,18,11,771,115,20,33,35
4091,Nichols,Bennett,RB,Stanford,71,216,457,17,17,722,116,15,52,51
4092,Diaz,Will,RB,Fresno State,72,233,0,22,0,0,0,16,60,56
4093,Chin,J.J.,RB,Villanova,70,214,474,22,16,725,123,19,59,56
4094,Sanford,Vince,RB,Texas,75,232,484,18,11,756,112,19,52,32
4095,Peters,Marshall,RB,Texas Tech,71,222,450,22,15,731,105,13,31,40
4096,Tackett,Dale,RB,Fairfield,70,209,470,23,14,731,115,20,63,49
4097,Bruce,Mo,FB,New Mexico,72,243,0,24,0,0,0,25,25,23
4098,Hampton,Marquis,FB,Dartmouth,69,224,484,19,17,750,96,19,43,25
4099,Benson,Connor,FB,Virginia Tech,68,241,490,19,17,745,102,25,23,26
4100,Evans,Ralph,FB,Tennessee,72,241,473,24,17,744,107,13,30,31
4101,Duffy,Richie,FB,McNeese State,72,247,478,17,18,754,106,18,63,33
4102,Heft,Ray,FB,Virginia Tech,71,233,473,34,26,726,114,36,24,46
4103,Reeves,Kenny,FB,Iowa,67,230,466,33,24,763,111,35,39,44
4104,Mitchell,Mason,FB,West Georgia,72,247,489,19,19,739,108,18,54,36
4105,Evans,David,FB,Alcorn State,76,252,472,18,18,774,106,29,29,28
4106,Crane,Gary,FB,Colorado,70,223,478,15,20,744,104,17,52,28
4107,Lyle,Robert,FB,Indiana,71,223,479,28,24,714,105,37,38,41
4108,Rupp,Brady,FB,Oregon,72,240,464,30,17,789,100,24,52,33
4109,Kois,Johnny,FB,Georgia,71,233,477,22,20,785,102,23,19,23
4110,McCain,Mackenzie,FB,UCLA,70,233,478,13,23,733,105,17,27,24
4111,Saba,Alvin,FB,Virginia Tech,74,248,486,13,20,778,102,12,55,25
4112,Bernstein,Richard,FB,Tennessee,72,243,482,14,21,746,102,20,19,25
4113,Fazande,Brandon,FB,Grambling State,72,253,488,24,26,752,107,25,33,33
4114,Massicott,Zack,FB,Notre Dame,70,235,0,16,0,0,0,19,9,21
4115,Ginn,Casey,FB,Sacramento State,70,233,475,16,25,746,112,15,27,33
4116,Budke,Corbin,FB,Stanford,72,243,479,25,18,780,103,9,25,23
4117,Sanaee,Tanner,FB,Ohio State,71,235,479,26,20,732,112,31,47,37
4118,Carlisle,Keith,FB,Oregon,71,235,465,31,28,729,113,42,58,48
4119,Carpenter,Allen,FB,Louisville,70,229,475,20,21,743,109,18,31,28
4120,Lowman,Tevin,FB,Temple,72,243,475,22,21,768,110,20,19,29
4121,Lane,Levi,FB,Mississippi,72,251,478,21,15,760,90,28,44,27
4122,Bell,Tom,FB,Western Carolina,72,240,490,27,22,768,107,24,57,37
4123,Gibson,Landen,FB,Mississippi State,71,237,478,20,20,760,105,24,48,36
4124,Burtnett,Christopher,FB,Temple,69,242,479,25,17,741,99,36,37,33
4125,Duran,Dixon,FB,Southeast Missouri St.,75,257,489,20,21,756,104,24,49,36
4126,Brandon,Howard,FB,Oregon State,70,243,478,18,22,761,97,21,41,27
4127,Bissett,Collin,FB,Georgia,72,238,472,19,23,747,102,8,57,30
4128,Lyle,Jacob,FB,Michigan,71,234,0,18,0,0,0,25,36,25
4129,Crownover,Enrique,FB,Kentucky,68,233,471,33,27,780,106,28,43,43
4130,Clemons,Trent,FB,Texas Christian,73,261,479,24,20,758,103,22,44,28
4131,Agin,Chad,FB,Tennessee,72,243,478,21,20,759,103,22,30,29
4132,Meadows,Jermaine,TE,Georgia Tech,74,253,466,34,26,798,99,43,19,35
4133,Giannetti,Xavier,TE,Alabama - Birmingham,75,242,488,24,19,781,102,41,19,29
4134,Harris,Jerald,LS,Portland State,75,249,498,13,15,846,91,7,27,8
4135,Bonnette,Dave,LS,Miami  Ohio,74,245,496,16,15,850,94,9,50,14
4136,Ahn,Darryl,TE,Murray State,75,240,474,19,27,738,117,37,30,44
4137,Farrell,Alexis,TE,Southern Mississippi,79,259,478,25,15,767,102,40,57,39
4138,Murphree,Keegan,TE,West Virginia,72,237,466,35,29,753,117,47,42,55
4139,Whetstone,Eduardo,TE,Auburn,79,255,495,17,28,828,100,16,67,32
4140,Treftz,Doug,TE,Oregon,75,245,500,18,19,837,105,29,37,26
4141,Haynesworth,Wes,TE,Stony Brook,75,242,475,21,24,775,104,39,19,33
4142,Ferich,Maurice,TE,Florida State,76,256,493,32,23,819,108,53,15,38
4143,Sisson,Pat,TE,Louisiana State,76,264,473,21,17,835,96,42,40,29
4144,Griese,Giovanni,TE,Vanderbilt,79,277,469,21,29,755,102,20,36,37
4145,Torres,Santiago,LS,Georgia,76,259,500,19,15,850,95,8,38,22
4146,Lyons,Howie,TE,Notre Dame,78,276,486,32,28,850,108,42,38,42
4147,Foreman,Dillon,TE,Auburn,75,247,477,24,26,763,96,15,37,32
4148,Martinez,Wally,LS,Texas,76,266,499,21,15,833,96,15,22,13
4149,Freeman,Bo,TE,Brown,76,255,486,29,26,803,101,36,37,32
4150,Tate,Mike,TE,Washington State,75,246,484,23,19,764,102,40,59,36
4151,Petherick,Jay,LS,West Virginia,74,235,500,15,15,850,93,10,31,20
4152,Stewart,Glen,LS,South Carolina,75,252,497,16,16,850,97,11,33,13
4153,Clinton,Jamie,TE,Louisiana State,76,249,485,27,26,752,102,39,52,41
4154,Clancy,Trevor,TE,Auburn,80,255,492,30,30,763,98,35,44,36
4155,Henry,Desmond,TE,Michigan,75,246,499,15,26,816,102,33,41,28
4156,McDaniel,Duane,TE,Elon College,77,267,481,21,30,738,117,19,44,37
4157,Hawkins,Adam,TE,Arizona,76,254,478,21,15,768,108,33,31,30
4158,Gadget,Jaylen,TE,Bowling Green,76,259,485,36,24,775,107,48,38,45
4159,Patterson,Dylan,TE,Louisiana State,71,246,477,26,23,744,113,14,52,42
4160,Jacoby,Terrence,TE,Southern Mississippi,73,247,469,32,28,742,116,29,57,39
4161,Doyle,Cameron,LS,California,71,238,500,13,15,850,94,7,33,20
4162,Whitlow,Mitch,TE,Mississippi State,75,243,486,27,26,806,111,37,36,39
4163,Rossini,Jacob,TE,North Carolina,75,245,496,20,20,829,93,34,31,22
4164,Hiscock,Leland,TE,Central Florida,77,270,475,25,18,758,92,12,50,30
4165,Hollis,Tre,TE,Fordham,76,256,478,10,15,769,96,18,21,14
4166,Mayes,Mario,TE,Auburn,73,257,471,19,24,774,103,36,17,28
4167,Barrett,Robbie,TE,Valdosta State,76,261,485,22,22,850,103,32,22,26
4168,Emanuel,Scottie,TE,Colorado State,79,272,473,21,19,739,106,39,29,36
4169,Hutchins,Horace,TE,Georgia Tech,75,242,478,26,21,761,97,39,19,32
4170,Donaldson,Colby,TE,Stanford,76,255,481,33,23,801,104,40,37,39
4171,Harmon,Vincent,TE,Fordham,77,269,472,26,29,850,106,32,44,37
4172,Obetts,Larry,TE,Oregon,75,240,493,27,15,835,98,37,24,22
4173,Kirk,Clyde,TE,Jacksonville State,78,255,478,33,30,738,111,52,21,45
4174,Hopper,Harold,TE,Penn State,76,247,478,22,29,762,116,19,24,36
4175,Huntley,Dominic,LS,Hawaii,74,241,500,10,15,850,95,8,55,26
4176,Titus,Gage,TE,Duke,79,269,488,25,28,751,105,42,28,38
4177,Parker,Avery,TE,Wisconsin,76,252,483,27,28,762,103,41,31,38
4178,Elrod,Francisco,WR,Texas Tech,71,190,446,16,14,730,109,42,26,42
4179,Rodgers,Luis,WR,South Carolina,72,200,444,14,10,703,102,43,21,36
4180,Hatcher,Rob,WR,Penn State,71,190,443,30,13,720,109,57,21,39
4181,Harmon,Archie,WR,Georgia Tech,71,186,443,22,7,723,117,52,18,48
4182,Sampson,Tito,WR,Duke,74,210,446,20,14,705,104,42,25,38
4183,Bradley,Skip,WR,Northwestern,70,189,0,15,0,0,0,0,12,18
4184,Van Pelt,Curtis,WR,San Jose State,72,195,446,27,13,703,103,62,20,52
4185,Fernyhough,Rufus,WR,Colorado State,75,206,471,24,11,720,115,39,21,34
4186,Messerly,Byron,WR,San Diego State,69,183,471,12,5,740,106,45,40,28
4187,Bivens,Everett,WR,Cincinnati,72,194,444,16,7,749,113,44,47,38
4188,Burroughs,Rodney,WR,Kansas State,72,196,470,14,13,736,114,20,37,28
4189,Rainwater,Hugh,WR,Houston,71,193,451,27,13,704,108,52,27,43
4190,Hennings,Harvey,WR,Florida,68,192,450,23,7,685,102,45,45,42
4191,Galloway,Jorge,WR,Mississippi State,71,197,448,24,9,702,108,33,28,40
4192,Reilly,Frederick,WR,Oklahoma State,70,186,441,31,13,675,120,63,33,65
4193,Kreuser,Emmett,WR,Notre Dame,71,187,451,21,14,698,106,49,48,46
4194,Bjornson,Joel,WR,Nebraska,74,199,444,12,13,689,115,34,20,42
4195,Tubbs,Bobby,WR,Tennessee,74,205,441,26,15,699,107,48,18,44
4196,Sanders,Damien,WR,Louisiana - Monroe,72,196,0,18,0,0,0,0,42,42
4197,Ingram,Pat,WR,Florida State,72,195,448,10,8,716,103,24,14,28
4198,Davison,Harvey,WR,Michigan State,70,186,455,23,6,724,112,44,39,37
4199,Watson,Broderick,WR,Washington State,72,198,449,8,12,714,103,44,37,38
4200,Moulds,Teddy,WR,Georgia,74,206,458,20,15,720,106,59,22,42
4201,Connell,Russell,WR,Auburn,67,187,449,23,10,713,105,40,41,46
4202,Austen,Bob,WR,Southern Methodist,72,197,456,28,9,738,107,38,20,28
4203,Lehman,C.J.,WR,Washington State,71,189,464,16,11,710,107,53,37,38
4204,Meyer,Johnnie,WR,Idaho,69,193,442,18,16,692,108,45,43,54
4205,Clinton,Jackie,WR,Oregon,71,195,441,33,15,682,106,53,22,63
4206,Newhart,Ron,WR,Tuskegee,73,208,438,33,6,690,111,60,32,56
4207,Rhodes,Bryant,WR,Eastern Illinois,73,206,443,28,11,720,108,40,52,50
4208,Kramer,Owen,WR,Hawaii,70,187,449,25,10,756,102,44,22,37
4209,Cassaday,Rodney,WR,Arizona State,70,195,441,14,11,718,103,34,41,45
4210,Gaylor,Quinn,WR,Oklahoma State,72,200,440,33,10,744,118,66,21,56
4211,Hermann,Donald,WR,Indiana,68,192,479,11,8,756,108,44,34,21
4212,Bontrager,Eli,WR,Georgia,72,196,445,30,16,743,108,50,37,42
4213,Reeves,Clifton,WR,Minnesota,71,189,453,26,7,702,120,49,43,46
4214,Oelschlager,Marty,WR,San Diego State,68,186,437,34,7,672,110,51,16,45
4215,Arnold,Larry,WR,Buffalo,69,189,444,22,10,716,102,32,14,36
4216,Garrison,Butch,WR,Clemson,72,198,454,29,7,697,125,52,19,39
4217,Davis,Danny,WR,Louisiana State,71,192,466,18,6,760,108,46,21,26
4218,Banks,Grant,WR,Maryland,75,207,453,33,7,697,111,57,53,49
4219,Fulton,Joseph,WR,Texas Tech,67,190,451,14,12,760,103,27,8,23
4220,Hopkins,Julio,WR,Washington State,74,195,442,15,11,700,110,37,43,44
4221,Greer,Jesse,WR,Cincinnati,70,188,440,28,13,702,109,42,28,51
4222,Phillips,Sam,WR,Oregon State,71,186,448,24,12,710,108,41,31,44
4223,Tanner,Ben,WR,Vanderbilt,71,193,441,36,11,707,110,42,27,54
4224,Nelson,Floyd,WR,Duke,69,186,446,15,11,687,105,44,47,46
4225,Haupt,Dillon,WR,Earlham,72,201,473,18,11,720,110,28,44,36
4226,Poston,Corey,WR,Oklahoma,72,191,447,12,5,708,108,36,30,36
4227,Forbes,Angel,WR,Virginia,72,198,460,16,14,732,107,40,32,30
4228,Griffin,Luke,WR,Michigan,73,205,451,18,5,733,105,45,20,35
4229,Fulcher,Carson,WR,Penn State,72,200,451,18,5,720,107,40,21,31
4230,Slatus,Jackie,WR,Pittsburgh,68,187,459,24,5,728,116,50,27,39
4231,Lahnum,T.J.,WR,Houston,74,199,462,29,8,734,103,55,33,36
4232,Elliott,Leslie,WR,Oklahoma State,71,184,449,24,8,696,107,35,30,45
4233,Wilcox,Kody,WR,Minnesota,73,208,463,23,12,717,108,43,43,38
4234,Stanton,Shaun,WR,Kansas,74,208,442,37,10,705,106,42,30,48
4235,Swift,Dana,WR,Tuskegee,72,201,444,21,11,706,106,25,38,47
4236,Humphries,Jalen,WR,Indiana,74,206,437,18,15,705,116,39,29,48
4237,Marsh,Toby,WR,Kansas,68,188,451,21,12,747,104,47,16,36
4238,Stargell,Terrance,WR,Louisville,72,193,451,16,11,723,105,38,25,31
4239,Ingram,Ricardo,WR,Marist,71,190,448,15,9,760,110,26,26,29
4240,Oliver,Alexander,WR,Kansas State,70,192,460,21,9,760,119,45,24,34
4241,Lindquist,Giovanni,WR,Mississippi,73,200,451,19,9,727,104,30,13,33
4242,Hess,Aaron,WR,Mississippi State,72,196,446,14,16,758,107,45,31,37
4243,Gilmore,Clarence,WR,Navy,74,206,452,28,16,705,120,58,35,56
4244,Rigsby,Jaylen,WR,Arizona,69,194,472,18,15,716,105,45,14,29
4245,Evans,Luke,WR,Baylor,74,200,446,24,7,717,105,43,16,45
4246,Snyder,Bryson,WR,New Mexico,72,197,445,34,11,720,113,44,9,43
4247,Osiecki,Shaun,WR,Tulane,72,197,450,21,11,716,112,39,9,33
4248,Fuentes,Chandler,WR,Arkansas,69,186,461,25,13,722,106,46,34,37
4249,Burgess,Marvin,WR,Brigham Young,72,191,445,20,13,707,117,42,30,49
4250,Michalske,Emmitt,WR,Northwestern,73,204,444,18,14,716,117,46,57,53
4251,Perez,Maurice,WR,Oklahoma State,75,205,449,24,8,720,104,26,54,44
4252,Bradford,Jimmie,WR,Nevada,73,199,447,20,12,715,118,52,50,50
4253,Berlioz,Edgar,WR,Georgia Tech,70,193,445,18,15,751,123,40,35,39
4254,Galloway,Jonah,WR,Iowa State,73,206,446,23,10,725,104,53,37,40
4255,McQuarters,Tony,WR,Indiana,70,190,444,19,5,715,103,47,34,38
4256,Gourdine,Walter,WR,Fresno State,71,186,461,23,5,716,112,43,25,36
4257,Hepburn,Levi,WR,Oregon State,71,187,467,36,15,752,108,59,48,48
4258,McLean,Jeffrey,WR,Kansas State,72,197,477,15,5,760,104,45,9,15
4259,Sanders,Thomas,C,New Hampshire,74,281,524,19,25,790,93,0,20,33
4260,Finley,Marquis,C,West Virginia,74,292,531,14,25,831,89,0,17,26
4261,Vickrey,Luke,C,Stanford,73,275,522,29,31,822,97,0,37,37
4262,Rasmussen,Ross,C,Kansas,79,299,518,43,23,794,102,0,7,33
4263,Samuels,Jesse,C,Baylor,74,282,521,15,17,795,101,0,31,37
4264,Holcombe,Wayne,C,San Diego State,71,280,523,31,20,784,83,0,27,33
4265,Cerny,Marquis,LS,Stanford,71,239,550,39,17,840,83,0,26,18
4266,Bernard,Junior,C,Duquesne,77,302,531,33,30,800,84,0,35,36
4267,Preece,Fred,C,Mississippi,72,276,521,48,18,808,89,0,23,32
4268,Jordan,Greg,C,Southern California,77,318,531,20,25,840,96,0,40,29
4269,Huffman,Rick,C,Western Michigan,76,309,550,37,22,828,91,0,12,14
4270,Ginn,Cristian,LS,Wake Forest,71,236,550,36,17,840,84,0,20,16
4271,Dresback,Earl,C,Penn State,75,287,504,33,18,776,103,0,30,48
4272,Cibella,Leonardo,C,UCLA,74,289,0,29,0,0,0,0,33,25
4273,Finch,Vinny,C,Louisiana - Monroe,75,293,541,15,27,803,84,0,21,26
4274,Diaz,Axel,LS,Kentucky,74,242,550,38,17,840,80,0,14,15
4275,Burke,Steve,C,Liberty (Va.),73,289,490,19,18,811,84,0,1,29
4276,Watkins,Ed,LS,Indiana,75,248,548,18,17,837,83,0,36,10
4277,Jourden,Benjamin,C,Tennessee,75,299,513,16,37,774,81,0,45,46
4278,Roberts,Sherman,C,Oklahoma,75,294,531,34,25,824,81,0,25,32
4279,Bridgeman,Roman,C,Bowling Green,73,275,548,25,29,800,88,0,43,30
4280,McGee,Roger,LS,Iowa,74,234,549,41,17,840,79,0,45,13
4281,Borges,Max,C,Bethune Cookman,76,303,539,47,34,784,102,0,27,40
4282,Harrison,Tanner,LS,Florida State,74,235,545,40,18,834,82,0,12,10
4283,Parker,Jon,C,Ohio State,71,290,550,17,26,800,81,0,41,25
4284,Carpenter,Levon,C,Missouri State,74,271,529,13,17,800,92,0,39,29
4285,Voinovich,Max,C,Southern California,72,278,532,46,21,785,90,0,11,23
4286,Jennings,Braden,C,North Carolina State,72,270,501,30,30,798,91,0,49,40
4287,Marshall,Teddy,C,Lafayette,75,300,518,31,20,810,96,0,10,26
4288,Jones,Alfred,C,Virginia Tech,74,286,549,24,26,799,79,0,27,24
4289,Washington,Rondell,LS,Drake,78,260,550,19,17,834,80,0,21,7
4290,Weiser,Eduardo,C,Oklahoma State,73,272,536,41,27,774,98,0,36,45
4291,Lowe,Mercury,C,Southern Methodist,76,311,524,41,29,791,95,0,33,41
4292,Hutton,Grady,C,Penn State,75,291,510,33,31,776,88,0,20,38
4293,Carnation,Brandon,LS,Southern Mississippi,75,242,550,31,17,840,79,0,17,15
4294,Ibanez,Gabriel,G,Oregon,77,310,521,46,21,835,85,0,23,23
4295,Gunja,Craig,G,Marshall,74,307,522,36,27,780,95,0,44,43
4296,Ross,Jorge,G,Auburn,77,337,499,24,30,776,97,0,14,48
4297,Prescott,Jon,G,Hawaii,71,298,511,26,25,850,91,0,28,32
4298,Bechtel,Jack,G,Houston,78,328,494,23,26,759,108,0,48,58
4299,Snyder,K.C.,G,UCLA,75,322,511,34,30,820,98,0,48,44
4300,Perkins,Rodney,G,Stanford,76,314,550,19,30,767,86,0,26,32
4301,Senter,Ed,G,Kentucky,74,303,522,24,21,850,83,0,50,30
4302,McGee,Fred,G,Washington State,75,290,527,30,21,772,101,0,5,31
4303,Robbins,Brent,G,Florida A&M,76,332,538,36,21,790,84,0,20,21
4304,Bush,Darryl,G,Iowa State,76,325,538,34,24,832,101,0,18,25
4305,Brooks,Rich,G,Oklahoma State,75,309,509,18,26,792,104,0,9,44
4306,Kenworthy,Joey,G,Arkansas,73,299,524,28,21,772,94,0,24,40
4307,Udeze,Percy,G,Florida State,73,299,532,34,26,777,90,0,18,33
4308,Cunningham,Evan,G,Auburn,75,306,521,25,34,792,94,0,10,44
4309,Whitfield,Grant,G,Boston University,75,321,527,40,21,807,102,0,25,34
4310,Tirman,Johnnie,G,Houston,74,311,527,26,21,781,85,0,30,33
4311,Hess,Lee,G,Louisville,75,314,488,28,23,790,92,0,34,47
4312,Kevorkian,Deon,G,Northwestern,73,299,528,30,38,804,83,0,29,44
4313,Webb,Elijah,G,Texas - El Paso,78,323,527,37,21,790,90,0,41,36
